date,lead_ticker,next_ticker,bd_of_month,lead_weight,next_weight,is_mde,wav,pwav,der,er_index,ir,tr_index
2016-02-22,CLH16,CLJ16,15,0.0,1.0,False,0.03339,0.03175,0.0516535433070866,81.57235702,2.6677813517839155e-05,81.60390829
2016-02-23,CLH16,CLJ16,16,0.0,1.0,False,0.03187,0.03339,-0.045522611560347426,77.8589703,8.892525428683129e-06,77.88981094
2016-02-24,CLH16,CLJ16,17,0.0,1.0,False,0.03215,0.03187,0.008785691873234969,78.54301522,8.892525428683129e-06,78.57481945
2016-02-25,CLH16,CLJ16,18,0.0,1.0,False,0.03307,0.03215,0.02861586314152431,80.79059139,8.892525428683129e-06,80.82400445
2016-02-26,CLH16,CLJ16,19,0.0,1.0,False,0.032780000000000004,0.03307,-0.008769277290595623,80.08211629,8.892525428683129e-06,80.11595507
2016-02-29,CLH16,CLJ16,20,0.0,1.0,False,0.03375,0.032780000000000004,0.029591214154972567,82.45184334,2.6677813517839155e-05,82.48882077
2016-03-01,CLJ16,CLK16,1,1.0,0.0,False,0.0344,0.03375,0.019259259259259087,84.03980477,8.892525428683129e-06,84.07822789
2016-03-02,CLJ16,CLK16,2,1.0,0.0,False,0.034659999999999996,0.0344,0.007558139534883601,84.67498934,8.614523860694945e-06,84.71442716
2016-03-03,CLJ16,CLK16,3,1.0,0.0,False,0.034570000000000004,0.034659999999999996,-0.002596653202538768,84.45511776,8.614523860694945e-06,84.49518295
2016-03-04,CLJ16,CLK16,4,1.0,0.0,False,0.03592,0.034570000000000004,0.03905120046282895,87.75319149,8.614523860694945e-06,87.79554916
